date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:58:21	43582/43582	U-----	200	untouched ('OK')	text/css	date:Mon,%2030%20Sep%202019%2001:48:02%20GMT	https://www.tareequljannah.com/resources/newassets/styles/style_orange.css	E:/htttrack/a/www.tareequljannah.com/resources/newassets/styles/style_orange.css	(from https://www.tareequljannah.com/mytjhome)
03:58:22	40458/40458	U-----	200	untouched ('')	image/png	date:Thu,%2026%20Sep%202019%2001:38:02%20GMT	https://www.tareequljannah.com/resources/newassets/images/logo.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/logo.png	(from https://www.tareequljannah.com/mytjhome)
03:58:22	663/663	U-----	200	untouched ('')	image/png	date:Thu,%2014%20Nov%202019%2005:57:36%20GMT	https://www.tareequljannah.com/resources/newassets/images/callmale.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/callmale.png	(from https://www.tareequljannah.com/mytjhome)
03:58:23	1914/1914	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:58:24%20GMT	https://www.tareequljannah.com/Teacher	E:/htttrack/a/www.tareequljannah.com/Teacher.html	(from https://www.tareequljannah.com/mytjhome)
03:58:24	44602/44602	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:58:24%20GMT	https://www.tareequljannah.com/Student	E:/htttrack/a/www.tareequljannah.com/Student.html	(from https://www.tareequljannah.com/mytjhome)
03:58:24	58457/58457	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:58:26%20GMT	https://www.tareequljannah.com/RegisterMe	E:/htttrack/a/www.tareequljannah.com/RegisterMe.html	(from https://www.tareequljannah.com/mytjhome)
03:58:28	1770/1770	U-----	200	untouched ('')	image/png	date:Thu,%2014%20Nov%202019%2005:58:24%20GMT	https://www.tareequljannah.com/resources/newassets/images/whatsapp.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/whatsapp.png	(from https://www.tareequljannah.com/mytjhome)
03:58:29	27500172/27500172	U-----	200	untouched ('')	video/mp4	date:Fri,%2020%20Sep%202019%2003:04:54%20GMT	https://www.tareequljannah.com/resources/newassets/images/video2.mp4	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/video2.mp4	(from https://www.tareequljannah.com/mytjhome)
03:58:30	10890/10890	U-----	200	untouched ('')	image/png	date:Thu,%2010%20Oct%202019%2018:06:28%20GMT	https://www.tareequljannah.com/resources/newassets/images/why/democlassess.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/why/democlassess.png	(from https://www.tareequljannah.com/mytjhome)
03:58:35	9046/9046	U-----	200	untouched ('')	image/png	date:Thu,%2010%20Oct%202019%2018:06:28%20GMT	https://www.tareequljannah.com/resources/newassets/images/why/moneyback.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/why/moneyback.png	(from https://www.tareequljannah.com/mytjhome)
03:58:36	14638/14638	U-----	200	untouched ('')	image/png	date:Thu,%2010%20Oct%202019%2018:06:28%20GMT	https://www.tareequljannah.com/resources/newassets/images/why/certified.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/why/certified.png	(from https://www.tareequljannah.com/mytjhome)
03:58:36	14831/14831	U-----	200	untouched ('')	image/png	date:Thu,%2010%20Oct%202019%2018:06:28%20GMT	https://www.tareequljannah.com/resources/newassets/images/why/24hrs.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/why/24hrs.png	(from https://www.tareequljannah.com/mytjhome)
03:58:42	365091/365091	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202019%2003:23:16%20GMT	https://www.tareequljannah.com/resources/newassets/images/courses/quran_courses.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/courses/quran_courses.jpg	(from https://www.tareequljannah.com/mytjhome)
03:58:42	321864/321864	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202019%2003:18:58%20GMT	https://www.tareequljannah.com/resources/newassets/images/courses/islamic_studies.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/courses/islamic_studies.jpg	(from https://www.tareequljannah.com/mytjhome)
03:58:43	136291/136291	U-----	200	untouched ('')	image/jpeg	date:Fri,%2027%20Sep%202019%2003:17:42%20GMT	https://www.tareequljannah.com/resources/newassets/images/courses/arabic_courses.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/courses/arabic_courses.jpg	(from https://www.tareequljannah.com/mytjhome)
03:58:48	156919/156919	U-----	200	untouched ('')	image/jpeg	date:Thu,%2026%20Sep%202019%2020:43:30%20GMT	https://www.tareequljannah.com/resources/newassets/images/courses/ijaazah_programs.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/courses/ijaazah_programs.jpg	(from https://www.tareequljannah.com/mytjhome)
03:58:49	451482/451482	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/videos/1.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/videos/1.png	(from https://www.tareequljannah.com/mytjhome)
03:58:49	404484/404484	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/videos/2.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/videos/2.png	(from https://www.tareequljannah.com/mytjhome)
03:58:55	1109620/1109620	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/videos/3.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/videos/3.png	(from https://www.tareequljannah.com/mytjhome)
03:58:55	816803/816803	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/videos/4.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/videos/4.png	(from https://www.tareequljannah.com/mytjhome)
03:58:56	9108/9108	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/man.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/man.png	(from https://www.tareequljannah.com/mytjhome)
03:59:02	214055/214055	U-----	200	untouched ('')	image/png	date:Sun,%2029%20Sep%202019%2018:15:38%20GMT	https://www.tareequljannah.com/resources/newassets/images/hire.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/hire.png	(from https://www.tareequljannah.com/mytjhome)
03:59:02	4626/4626	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/testiwomen.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/testiwomen.png	(from https://www.tareequljannah.com/mytjhome)
03:59:03	4516/4516	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/testiman.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/testiman.png	(from https://www.tareequljannah.com/mytjhome)
03:59:05	108739/108739	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:59:06%20GMT	https://www.tareequljannah.com/STC	E:/htttrack/a/www.tareequljannah.com/STC.html	(from https://www.tareequljannah.com/mytjhome)
03:59:09	61133/61133	U-----	200	untouched ('')	image/png	date:Mon,%2030%20Sep%202019%2001:20:48%20GMT	https://www.tareequljannah.com/resources/newassets/images/googleplay.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/googleplay.png	(from https://www.tareequljannah.com/mytjhome)
03:59:09	74191/74191	U-----	200	untouched ('')	image/png	date:Mon,%2030%20Sep%202019%2001:20:48%20GMT	https://www.tareequljannah.com/resources/newassets/images/iosapp.png	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/iosapp.png	(from https://www.tareequljannah.com/mytjhome)
03:59:10	14154/14154	U-----	200	untouched ('')	image/jpeg	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/visa.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/visa.jpg	(from https://www.tareequljannah.com/mytjhome)
03:59:16	14088/14088	U-----	200	untouched ('')	image/jpeg	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/discover.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/discover.jpg	(from https://www.tareequljannah.com/mytjhome)
03:59:16	14988/14988	U-----	200	untouched ('')	image/jpeg	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/mastercard.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/mastercard.jpg	(from https://www.tareequljannah.com/mytjhome)
03:59:17	13846/13846	U-----	200	untouched ('')	image/jpeg	date:Fri,%2013%20Sep%202019%2023:02:26%20GMT	https://www.tareequljannah.com/resources/newassets/images/paypal.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/paypal.jpg	(from https://www.tareequljannah.com/mytjhome)
03:59:23	125182/125182	U-----	200	untouched ('')	application/javascript	date:Mon,%2030%20Sep%202019%2001:48:00%20GMT	https://www.tareequljannah.com/resources/newassets/scripts/jquery-2.2.3.min.js	E:/htttrack/a/www.tareequljannah.com/resources/newassets/scripts/jquery-2.2.3.min.js	(from https://www.tareequljannah.com/mytjhome)
03:59:23	181114/181114	U-----	200	untouched ('')	application/javascript	date:Mon,%2030%20Sep%202019%2001:48:02%20GMT	https://www.tareequljannah.com/resources/newassets/scripts/materialize.min.js	E:/htttrack/a/www.tareequljannah.com/resources/newassets/scripts/materialize.min.js	(from https://www.tareequljannah.com/mytjhome)
03:59:23	561/561	U-----	200	untouched ('')	application/javascript	date:Mon,%2030%20Sep%202019%2001:48:00%20GMT	https://www.tareequljannah.com/resources/newassets/scripts/common.js	E:/htttrack/a/www.tareequljannah.com/resources/newassets/scripts/common.js	(from https://www.tareequljannah.com/mytjhome)
03:59:23	70117/70117	U-----	200	untouched ('OK')	text/css	etag:%225eb03e60-111e5%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.2/css/all.css	E:/htttrack/a/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.2/css/all.css	(from https://www.tareequljannah.com/mytjhome)
03:59:25	1490/1490	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:59:27%20GMT	https://www.tareequljannah.com/	E:/htttrack/a/www.tareequljannah.com/index.html	(from https://www.tareequljannah.com/mytjhome)
03:59:25	58072/58072	U-----	200	untouched ('')	application/javascript	date:Mon,%2030%20Sep%202019%2001:48:00%20GMT	https://www.tareequljannah.com/resources/newassets/scripts/bootstrap.min.js	E:/htttrack/a/www.tareequljannah.com/resources/newassets/scripts/bootstrap.min.js	(from https://www.tareequljannah.com/mytjhome)
03:59:25	135947/135947	U-----	200	untouched ('')	image/jpeg	date:Sat,%2028%20Sep%202019%2020:53:30%20GMT	https://www.tareequljannah.com/resources/newassets/images/bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/newassets/images/bg.jpg	(from https://www.tareequljannah.com/resources/newassets/styles/style.css)
03:59:25	48262/48262	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:59:27%20GMT	https://www.tareequljannah.com/RegisterNow	E:/htttrack/a/www.tareequljannah.com/RegisterNow.html	(from https://www.tareequljannah.com/Student)
03:59:26	1710/1710	U-----	200	untouched ('')	application/javascript	date:Fri,%2013%20Nov%202020%2005:31:00%20GMT	https://www.tareequljannah.com/resources/assets/brandnew/scripts/teacherapp.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/brandnew/scripts/teacherapp.js	(from https://www.tareequljannah.com/Teacher)
03:59:26	1453/1453	U-----	200	untouched ('OK')	text/css	date:Fri,%2013%20Nov%202020%2005:46:58%20GMT	https://www.tareequljannah.com/resources/assets/brandnew/css/teacherstyle.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/brandnew/css/teacherstyle.css	(from https://www.tareequljannah.com/Teacher)
03:59:26	86659/86659	U-----	200	untouched ('')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	E:/htttrack/a/ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://www.tareequljannah.com/RegisterMe)
03:59:26	121200/121200	U-----	200	untouched ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:03:59%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	E:/htttrack/a/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from https://www.tareequljannah.com/RegisterMe)
03:59:27	37045/37045	U-----	200	untouched ('')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:00%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	E:/htttrack/a/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from https://www.tareequljannah.com/RegisterMe)
03:59:27	850/850	U--MC-	200	updated ('OK')	text/javascript	date:Mon,%2026%20Apr%202021%2010:59:29%20GMT	https://www.google.com/recaptcha/api.js	E:/htttrack/a/www.google.com/recaptcha/api.js	(from https://www.tareequljannah.com/RegisterMe)
03:59:27	86927/86927	U-----	200	untouched ('')	application/javascript	etag:W/%225a637bd4-1538f%22	https://code.jquery.com/jquery-3.3.1.min.js	E:/htttrack/a/code.jquery.com/jquery-3.3.1.min.js	(from https://www.tareequljannah.com/Teacher)
03:59:28	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:59:30%20GMT	https://www.tareequljannah.com/resources/core/css/hello.css	E:/htttrack/a/www.tareequljannah.com/resources/core/css/hello.38.delayed	(from https://www.tareequljannah.com/RegisterMe)
03:59:30	35458/35458	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2026%20Apr%202021%2010:59:31%20GMT	https://www.tareequljannah.com/StudentSignIn	E:/htttrack/a/www.tareequljannah.com/StudentSignIn.html	(from https://www.tareequljannah.com/RegisterMe)
03:59:30	86659/86659	U-----	200	untouched ('')	application/javascript	date:Wed,%2007%20Jun%202017%2007:09:14%20GMT	https://www.tareequljannah.com/resources/core/js/jquery-3.2.1.min.js	E:/htttrack/a/www.tareequljannah.com/resources/core/js/jquery-3.2.1.min.js	(from https://www.tareequljannah.com/RegisterMe)
03:59:30	178015/178015	U-----	200	untouched ('OK')	text/css	date:Wed,%2007%20Jun%202017%2006:51:44%20GMT	https://www.tareequljannah.com/resources/core/css/bootstrap.min.css	E:/htttrack/a/www.tareequljannah.com/resources/core/css/bootstrap.min.css	(from https://www.tareequljannah.com/RegisterMe)
03:59:30	39604/39604	U-----	200	untouched ('')	image/png	date:Fri,%2025%20Sep%202020%2017:55:40%20GMT	https://www.tareequljannah.com/resources/assets/images/logo.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/logo.png	(from https://www.tareequljannah.com/RegisterMe)
03:59:35	9857/9857	U-----	200	untouched ('OK')	text/css	date:Sun,%2011%20Jun%202017%2007:45:12%20GMT	https://www.tareequljannah.com/resources/assets/css/jquery.simple-dtpicker.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/jquery.simple-dtpicker.css	(from https://www.tareequljannah.com/STC)
03:59:36	50674/50674	U-----	200	untouched ('')	application/javascript	date:Sun,%2011%20Jun%202017%2007:45:00%20GMT	https://www.tareequljannah.com/resources/assets/js/jquery.simple-dtpicker.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/jquery.simple-dtpicker.js	(from https://www.tareequljannah.com/STC)
03:59:36	114377/114377	U-----	200	untouched ('OK')	text/css	date:Tue,%2019%20Dec%202017%2004:48:22%20GMT	https://www.tareequljannah.com/resources/assets/css/bootstrap.min.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/bootstrap.min.css	(from https://www.tareequljannah.com/STC)
03:59:36	7771/7771	U-----	200	untouched ('OK')	text/css	etag:%225eb03d8e-1e5b%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-datetimepicker/4.17.37/css/bootstrap-datetimepicker.min.css	E:/htttrack/a/cdnjs.cloudflare.com/ajax/libs/bootstrap-datetimepicker/4.17.37/css/bootstrap-datetimepicker.min.css	(from https://www.tareequljannah.com/STC)
03:59:42	20866/20866	U-----	200	untouched ('OK')	text/css	date:Mon,%2005%20Jun%202017%2008:12:22%20GMT	https://www.tareequljannah.com/resources/assets/css/font-awesome.min.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/font-awesome.min.css	(from https://www.tareequljannah.com/STC)
03:59:42	150662/150662	U-----	200	untouched ('OK')	text/css	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/css/linecons-font-style.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/linecons-font-style.css	(from https://www.tareequljannah.com/STC)
03:59:42	5433/5433	U-----	200	untouched ('OK')	text/css	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/css/jquery.fs.boxer.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/jquery.fs.boxer.css	(from https://www.tareequljannah.com/STC)
03:59:43	1486/1486	U-----	200	untouched ('OK')	text/css	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/css/owl.carousel.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/owl.carousel.css	(from https://www.tareequljannah.com/STC)
03:59:49	18593/18593	U-----	200	untouched ('OK')	text/css	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/css/content_slider_style.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/content_slider_style.css	(from https://www.tareequljannah.com/STC)
03:59:49	57095/57095	U-----	200	untouched ('OK')	text/css	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/css/animate.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/animate.css	(from https://www.tareequljannah.com/STC)
03:59:49	10796/10796	U-----	200	untouched ('OK')	text/css	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/css/responsive.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/responsive.css	(from https://www.tareequljannah.com/STC)
03:59:49	80252/80252	U-----	200	untouched ('OK')	text/css	date:Thu,%2013%20Sep%202018%2021:39:10%20GMT	https://www.tareequljannah.com/resources/assets/css/style.css	E:/htttrack/a/www.tareequljannah.com/resources/assets/css/style.css	(from https://www.tareequljannah.com/STC)
03:59:50	15509/15509	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/modernizr-2.8.0.min.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/modernizr-2.8.0.min.js	(from https://www.tareequljannah.com/STC)
03:59:50	83615/83615	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/jquery-2.1.0.min.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/jquery-2.1.0.min.js	(from https://www.tareequljannah.com/STC)
03:59:50	2865/2865	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/email-validation.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/email-validation.js	(from https://www.tareequljannah.com/STC)
03:59:50	97962/97962	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/plugins.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/plugins.js	(from https://www.tareequljannah.com/STC)
03:59:51	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:59:53%20GMT	https://www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.eot	E:/htttrack/a/www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.eot	(from https://www.tareequljannah.com/resources/core/css/bootstrap.min.css)
03:59:51	10562/10562	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/functions.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/functions.js	(from https://www.tareequljannah.com/STC)
03:59:51	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:59:53%20GMT	https://www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.eot?	E:/htttrack/a/www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.tareequljannah.com/resources/core/css/bootstrap.min.css)
03:59:51	1837/1837	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/jquery.parallax.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/jquery.parallax.js	(from https://www.tareequljannah.com/STC)
03:59:51	7057/7057	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/wow.min.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/wow.min.js	(from https://www.tareequljannah.com/STC)
03:59:52	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:59:54%20GMT	https://www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.woff2	E:/htttrack/a/www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.woff2	(from https://www.tareequljannah.com/resources/core/css/bootstrap.min.css)
03:59:52	97050/97050	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2010:25:20%20GMT	https://www.tareequljannah.com/resources/assets/js/jquery.content_slider.min.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/jquery.content_slider.min.js	(from https://www.tareequljannah.com/STC)
03:59:52	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:59:54%20GMT	https://www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.woff	E:/htttrack/a/www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.woff	(from https://www.tareequljannah.com/resources/core/css/bootstrap.min.css)
03:59:52	3846/3846	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2007:34:36%20GMT	https://www.tareequljannah.com/resources/assets/js/jquery.mousewheel.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/jquery.mousewheel.js	(from https://www.tareequljannah.com/STC)
03:59:52	32483/32483	U-----	200	untouched ('')	application/javascript	date:Sat,%2003%20Jun%202017%2011:14:42%20GMT	https://www.tareequljannah.com/resources/assets/js/gmap3.js	E:/htttrack/a/www.tareequljannah.com/resources/assets/js/gmap3.js	(from https://www.tareequljannah.com/STC)
03:59:52	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:59:55%20GMT	https://www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.ttf	E:/htttrack/a/www.tareequljannah.com/resources/core/fonts/glyphicons-halflings-regular.ttf	(from https://www.tareequljannah.com/resources/core/css/bootstrap.min.css)
03:59:53	286577/286577	U-----	200	untouched ('')	image/jpeg	date:Fri,%2013%20Nov%202020%2005:19:02%20GMT	https://www.tareequljannah.com/resources/assets/brandnew/images/TeacherLoginBG.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/brandnew/images/TeacherLoginBG.jpg	(from https://www.tareequljannah.com/resources/assets/brandnew/css/teacherstyle.css)
03:59:53	95786/95786	U-----	200	untouched ('')	application/javascript	etag:W/%2254499a47-1762a%22	https://code.jquery.com/jquery-1.11.1.min.js	E:/htttrack/a/code.jquery.com/jquery-1.11.1.min.js	(from https://www.tareequljannah.com/)
