date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:57:15	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:17%20GMT	https://www.tareequljannah.com/resources/assets/images/social-3/pinterest.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-3/pinterest.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:15	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:17%20GMT	https://www.tareequljannah.com/resources/assets/images/social-3/gplus.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-3/gplus.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:15	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:17%20GMT	https://www.tareequljannah.com/resources/assets/images/social-3/youtube.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-3/youtube.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:16	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:17%20GMT	https://www.tareequljannah.com/resources/assets/images/social-3/linkedin.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-3/linkedin.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:16	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:18%20GMT	https://www.tareequljannah.com/resources/assets/images/social-3/envato.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-3/envato.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:16	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:18%20GMT	https://www.tareequljannah.com/resources/assets/images/social-3/deviant.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-3/deviant.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:16	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:18%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/facebook.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/facebook.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:17	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:18%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/twitter.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/twitter.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:17	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:19%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/pinterest.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/pinterest.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:17	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:19%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/gplus.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/gplus.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:18	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:19%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/youtube.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/youtube.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:18	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:19%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/linkedin.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/linkedin.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:18	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:21%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/envato.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/envato.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:19	949/949	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Apr%202021%2010:57:21%20GMT	https://www.tareequljannah.com/resources/assets/images/social-4/deviant.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/social-4/deviant.png	(from https://www.tareequljannah.com/resources/assets/css/content_slider_style.css)
03:57:19	922/922	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202017%2007:35:54%20GMT	https://www.tareequljannah.com/resources/assets/images/pattern.png	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/pattern.png	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:21	197752/197752	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2008:30:16%20GMT	https://www.tareequljannah.com/resources/assets/images/background/top-section-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/top-section-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:22	128213/128213	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202017%2010:49:58%20GMT	https://www.tareequljannah.com/resources/assets/images/background/page-name-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/page-name-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:23	128524/128524	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202017%2010:50:04%20GMT	https://www.tareequljannah.com/resources/assets/images/background/quality-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/quality-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:23	213433/213433	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202017%2010:50:12%20GMT	https://www.tareequljannah.com/resources/assets/images/background/testimonial-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/testimonial-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:24	227096/227096	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Aug%202017%2005:11:32%20GMT	https://www.tareequljannah.com/resources/assets/images/background/video-section-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/video-section-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:25	462883/462883	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202017%2012:04:52%20GMT	https://www.tareequljannah.com/resources/assets/images/background/footer-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/footer-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
03:57:26	569101/569101	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202017%2010:50:08%20GMT	https://www.tareequljannah.com/resources/assets/images/background/subscribe-bg.jpg	E:/htttrack/a/www.tareequljannah.com/resources/assets/images/background/subscribe-bg.jpg	(from https://www.tareequljannah.com/resources/assets/css/style.css)
